DCOMIRIS,DEPCOM,NOM_COM,IRIS,NOM_IRIS,TYP_IRIS,coords,geometry,Social_Housing,kmeans_class,centroids
751010204,75101,Paris 1er Arrondissement,0204,Les Halles 4,H,"[(652285.81, 6862819.57), (652245.57, 6862834.53), (652242.1, 6862825.0), (652214.1, 6862730.1), (652208.4, 6862681.7), (652192.6, 6862688.9), (652124.65, 6862710.05), (652008.7, 6862746.1), (651989.6, 6862752.1), (651976.7, 6862756.2), (651873.4, 6862797.6), (651810.0, 6862823.8), (651790.7, 6862832.7), (651858.9, 6862883.7), (651936.3, 6862942.8), (651941.33, 6862948.42), (651911.2, 6862959.8), (652004.85, 6862924.74), (652098.51, 6862889.69), (652192.16, 6862854.63), (652285.81, 6862819.57)]","POLYGON ((652285.81 6862819.57, 652245.57 6862834.53, 652242.1 6862825, 652214.1 6862730.1, 652208.4 6862681.7, 652192.6 6862688.9, 652124.65 6862710.05, 652008.7 6862746.1, 651989.6 6862752.1, 651976.7 6862756.2, 651873.4 6862797.6, 651810 6862823.8, 651790.7 6862832.7, 651858.9 6862883.7, 651936.3 6862942.8, 651941.33 6862948.42, 651911.2 6862959.8, 652004.85 6862924.74, 652098.51 6862889.69, 652192.16 6862854.63, 652285.81 6862819.57))",0.2023055041491539,0,0.0408124610195154
751010101,75101,Paris 1er Arrondissement,0101,Saint-Germain l'Auxerrois 1,H,"[(652186.3, 6862282.9), (652146.79, 6862191.03), (652124.2, 6862138.5), (652093.3, 6862102.5), (652079.0, 6862111.0), (651986.5, 6862149.0), (651902.0, 6862184.0), (651820.0, 6862218.0), (651762.0, 6862246.0), (651800.9, 6862300.0), (651839.93, 6862355.0), (651861.98, 6862393.0), (651867.0, 6862402.0), (651872.0, 6862399.0), (651931.99, 6862368.0), (651989.95, 6862341.0), (652047.9, 6862312.0), (652126.0, 6862271.0), (652170.3, 6862247.6), (652170.77, 6862247.05), (652186.3, 6862282.9)]","POLYGON ((652186.3 6862282.9, 652146.79 6862191.03, 652124.2 6862138.5, 652093.3 6862102.5, 652079 6862111, 651986.5 6862149, 651902 6862184, 651820 6862218, 651762 6862246, 651800.9 6862300, 651839.93 6862355, 651861.98 6862393, 651867 6862402, 651872 6862399, 651931.99 6862368, 651989.95 6862341, 652047.9 6862312, 652126 6862271, 652170.3 6862247.6, 652170.77 6862247.05, 652186.3 6862282.9))",0.2903782292335411,0,0.0408124610195154
751031203,75103,Paris 3e Arrondissement,1203,Sainte-Avoye 3,H,"[(652375.5, 6862786.0), (652383.3, 6862792.6), (652384.0, 6862787.0), (652435.07, 6862766.37), (652490.32, 6862745.59), (652559.86, 6862724.27), (652588.16, 6862715.73), (652627.6, 6862714.9), (652601.4, 6862640.06), (652590.13, 6862608.73), (652581.03, 6862587.23), (652575.0, 6862569.1), (652572.0, 6862560.04), (652568.64, 6862547.54), (652603.46, 6862535.69), (652508.7, 6862567.66), (652413.95, 6862599.63), (652319.2, 6862631.6), (652319.3, 6862646.6), (652328.02, 6862668.31), (652365.3, 6862761.1), (652375.5, 6862786.0)]","POLYGON ((652375.5 6862786, 652383.3 6862792.6, 652384 6862787, 652435.07 6862766.37, 652490.32 6862745.59, 652559.86 6862724.27, 652588.16 6862715.73, 652627.6 6862714.9, 652601.4 6862640.06, 652590.13 6862608.73, 652581.03 6862587.23, 652575 6862569.1, 652572 6862560.04, 652568.64 6862547.54, 652603.46 6862535.69, 652508.7 6862567.66, 652413.95 6862599.63, 652319.2 6862631.6, 652319.3 6862646.6, 652328.02 6862668.31, 652365.3 6862761.1, 652375.5 6862786))",0.3382972026916626,0,0.0408124610195154
751041401,75104,Paris 4e Arrondissement,1401,Saint-Gervais 1,H,"[(653065.0, 6861560.9), (653025.0, 6861582.9), (652878.0, 6861663.9), (652757.0, 6861730.9), (652671.0, 6861779.9), (652569.0, 6861842.93), (652511.0, 6861880.0), (652545.0, 6861956.0), (652557.01, 6861993.52), (652575.0, 6862048.0), (652582.0, 6862069.0), (652594.0, 6862064.9), (652677.0, 6862033.92), (652715.0, 6862019.94), (652794.0, 6861991.0), (652833.01, 6861977.0), (652930.0, 6861941.0), (653024.1, 6861906.0), (653046.0, 6861900.4), (653125.9, 6861870.0), (653155.91, 6861855.0), (653163.91, 6861851.0), (653217.96, 6861823.0), (653228.98, 6861815.0), (653239.0, 6861809.0), (653218.89, 6861772.47), (653197.52, 6861736.98), (653162.5, 6861681.2), (653122.8, 6861628.0), (653087.0, 6861581.0), (653083.1, 6861549.9), (653065.0, 6861560.9)]","POLYGON ((653065 6861560.9, 653025 6861582.9, 652878 6861663.9, 652757 6861730.9, 652671 6861779.9, 652569 6861842.93, 652511 6861880, 652545 6861956, 652557.01 6861993.52, 652575 6862048, 652582 6862069, 652594 6862064.9, 652677 6862033.92, 652715 6862019.94, 652794 6861991, 652833.01 6861977, 652930 6861941, 653024.1 6861906, 653046 6861900.4, 653125.9 6861870, 653155.91 6861855, 653163.91 6861851, 653217.96 6861823, 653228.98 6861815, 653239 6861809, 653218.89 6861772.47, 653197.52 6861736.98, 653162.5 6861681.2, 653122.8 6861628, 653087 6861581, 653083.1 6861549.9, 653065 6861560.9))",0.4123362144940354,0,0.0408124610195154
751051806,75105,Paris 5e Arrondissement,1806,Jardin des Plantes 6,H,"[(652450.7, 6860433.3), (652494.1, 6860436.9), (652637.6, 6860346.5), (652719.8, 6860363.0), (652731.3, 6860319.6), (652657.17, 6860287.34), (652621.9, 6860273.1), (652592.02, 6860261.04), (652541.1, 6860248.0), (652506.04, 6860256.0), (652437.0, 6860278.0), (652438.0, 6860284.1), (652444.59, 6860369.94), (652450.7, 6860433.3)]","POLYGON ((652450.7 6860433.3, 652494.1 6860436.9, 652637.6 6860346.5, 652719.8 6860363, 652731.3 6860319.6, 652657.17 6860287.34, 652621.9 6860273.1, 652592.02 6860261.04, 652541.1 6860248, 652506.04 6860256, 652437 6860278, 652438 6860284.1, 652444.59 6860369.94, 652450.7 6860433.3))",0.261999326295034,0,0.0408124610195154
751051805,75105,Paris 5e Arrondissement,1805,Jardin des Plantes 5,H,"[(652775.2, 6860152.6), (652757.3, 6860212.6), (652743.2, 6860272.6), (652731.3, 6860319.6), (652982.5, 6860416.9), (653235.8, 6860512.7), (653318.88, 6860541.8), (653313.04, 6860529.26), (653270.2, 6860438.9), (653233.84, 6860367.38), (653188.52, 6860278.24), (653143.2, 6860189.1), (653160.69, 6860223.73), (653153.7, 6860223.5), (652890.4, 6860182.5), (652775.2, 6860152.6)]","POLYGON ((652775.2 6860152.6, 652757.3 6860212.6, 652743.2 6860272.6, 652731.3 6860319.6, 652982.5 6860416.9, 653235.8 6860512.7, 653318.88 6860541.8, 653313.04 6860529.26, 653270.2 6860438.9, 653233.84 6860367.38, 653188.52 6860278.24, 653143.2 6860189.1, 653160.69 6860223.73, 653153.7 6860223.5, 652890.4 6860182.5, 652775.2 6860152.6))",0.2591755311928846,0,0.0408124610195154
751051804,75105,Paris 5e Arrondissement,1804,Jardin des Plantes 4,H,"[(652775.2, 6860152.6), (652751.3, 6860142.6), (652649.36, 6860102.28), (652590.01, 6860079.75), (652531.13, 6860065.38), (652414.0, 6860037.1), (652346.0, 6860017.0), (652344.0, 6860021.1), (652364.1, 6860089.0), (652393.04, 6860164.0), (652406.02, 6860195.0), (652431.0, 6860260.0), (652437.0, 6860278.0), (652506.04, 6860256.0), (652541.1, 6860248.0), (652592.02, 6860261.04), (652621.9, 6860273.1), (652657.17, 6860287.34), (652731.3, 6860319.6), (652743.2, 6860272.6), (652757.3, 6860212.6), (652775.2, 6860152.6)]","POLYGON ((652775.2 6860152.6, 652751.3 6860142.6, 652649.36 6860102.28, 652590.01 6860079.75, 652531.13 6860065.38, 652414 6860037.1, 652346 6860017, 652344 6860021.1, 652364.1 6860089, 652393.04 6860164, 652406.02 6860195, 652431 6860260, 652437 6860278, 652506.04 6860256, 652541.1 6860248, 652592.02 6860261.04, 652621.9 6860273.1, 652657.17 6860287.34, 652731.3 6860319.6, 652743.2 6860272.6, 652757.3 6860212.6, 652775.2 6860152.6))",0.2785317995975802,0,0.0408124610195154
751083201,75108,Paris 8e Arrondissement,3201,Europe 1,H,"[(650164.0, 6864064.0), (650164.0, 6864056.0), (650151.0, 6864049.0), (650136.0, 6864047.0), (650122.1, 6864044.1), (650096.0, 6864045.0), (650095.1, 6864047.0), (650089.06, 6864064.0), (650085.0, 6864100.0), (650085.0, 6864112.0), (650073.1, 6864136.0), (650052.1, 6864165.0), (650046.9, 6864172.0), (649987.0, 6864248.1), (649957.0, 6864285.09), (649898.0, 6864359.05), (649858.0, 6864412.0), (649934.1, 6864416.0), (649994.0, 6864419.9), (650108.0, 6864457.1), (650117.0, 6864460.0), (650126.0, 6864462.0), (650187.0, 6864481.0), (650295.0, 6864515.0), (650321.0, 6864438.0), (650352.0, 6864345.0), (650416.0, 6864170.0), (650436.0, 6864126.0), (650409.0, 6864119.0), (650338.0, 6864111.0), (650164.9, 6864075.0), (650164.0, 6864064.0)]","POLYGON ((650164 6864064, 650164 6864056, 650151 6864049, 650136 6864047, 650122.1 6864044.1, 650096 6864045, 650095.1 6864047, 650089.06 6864064, 650085 6864100, 650085 6864112, 650073.1 6864136, 650052.1 6864165, 650046.9 6864172, 649987 6864248.1, 649957 6864285.09, 649898 6864359.05, 649858 6864412, 649934.1 6864416, 649994 6864419.9, 650108 6864457.1, 650117 6864460, 650126 6864462, 650187 6864481, 650295 6864515, 650321 6864438, 650352 6864345, 650416 6864170, 650436 6864126, 650409 6864119, 650338 6864111, 650164.9 6864075, 650164 6864064))",0.2074001227831803,0,0.0408124610195154
751093309,75109,Paris 9e Arrondissement,3309,Saint-Georges 9,H,"[(651403.0, 6864646.0), (651394.95, 6864621.0), (651365.0, 6864535.0), (651375.0, 6864521.0), (651338.0, 6864529.0), (651215.0, 6864569.0), (651253.9, 6864676.0), (651279.98, 6864745.08), (651314.0, 6864779.1), (651361.1, 6864830.2), (651383.0, 6864854.2), (651386.1, 6864860.3), (651391.0, 6864859.0), (651430.9, 6864750.0), (651403.0, 6864646.0)]","POLYGON ((651403 6864646, 651394.95 6864621, 651365 6864535, 651375 6864521, 651338 6864529, 651215 6864569, 651253.9 6864676, 651279.98 6864745.08, 651314 6864779.1, 651361.1 6864830.2, 651383 6864854.2, 651386.1 6864860.3, 651391 6864859, 651430.9 6864750, 651403 6864646))",0.1899771649616118,0,0.0408124610195154
751093401,75109,Paris 9e Arrondissement,3401,Chaussee d'Antin 1,A,"[(651388.97, 6863699.6), (651291.95, 6863675.36), (651194.94, 6863651.11), (651160.6, 6863644.5), (651157.8, 6863651.1), (651149.7, 6863678.4), (651138.3, 6863717.6), (651127.7, 6863762.7), (651102.0, 6863861.9), (651230.0, 6863835.1), (651244.0, 6863832.04), (651256.0, 6863829.9), (651279.08, 6863825.9), (651332.91, 6863815.93), (651401.2, 6863802.0), (651379.2, 6863707.2), (651374.7, 6863699.6), (651388.97, 6863699.6)]","POLYGON ((651388.97 6863699.6, 651291.95 6863675.36, 651194.94 6863651.11, 651160.6 6863644.5, 651157.8 6863651.1, 651149.7 6863678.4, 651138.3 6863717.6, 651127.7 6863762.7, 651102 6863861.9, 651230 6863835.1, 651244 6863832.04, 651256 6863829.9, 651279.08 6863825.9, 651332.91 6863815.93, 651401.2 6863802, 651379.2 6863707.2, 651374.7 6863699.6, 651388.97 6863699.6))",0.2610488737342754,0,0.0408124610195154
751093603,75109,Paris 9e Arrondissement,3603,Rochechouart 3,H,"[(651732.1, 6864293.6), (651633.0, 6864322.0), (651666.0, 6864564.0), (651686.0, 6864611.0), (651756.0, 6864586.1), (651801.48, 6864568.05), (651830.8, 6864557.4), (651791.9, 6864456.5), (651787.01, 6864439.85), (651759.3, 6864345.1), (651757.8, 6864311.4), (651732.1, 6864293.6)]","POLYGON ((651732.1 6864293.6, 651633 6864322, 651666 6864564, 651686 6864611, 651756 6864586.1, 651801.48 6864568.05, 651830.8 6864557.4, 651791.9 6864456.5, 651787.01 6864439.85, 651759.3 6864345.1, 651757.8 6864311.4, 651732.1 6864293.6))",0.2712674739028001,0,0.0408124610195154
751104002,75110,Paris 10e Arrondissement,4002,Hopital Saint-Louis 2,H,"[(653832.7, 6863894.3), (653919.7, 6863948.4), (653972.05, 6863981.8), (654103.4, 6863982.7), (654114.32, 6863979.38), (654126.56, 6863962.66), (654185.23, 6863881.68), (654157.91, 6863919.22), (654155.9, 6863913.0), (654133.99, 6863865.91), (654115.11, 6863827.15), (654068.84, 6863790.26), (654001.2, 6863740.8), (653932.2, 6863710.9), (653904.2, 6863762.0), (653896.1, 6863778.0), (653832.7, 6863894.3)]","POLYGON ((653832.7 6863894.3, 653919.7 6863948.4, 653972.05 6863981.8, 654103.4 6863982.7, 654114.32 6863979.38, 654126.56 6863962.66, 654185.23 6863881.68, 654157.91 6863919.22, 654155.9 6863913, 654133.99 6863865.91, 654115.11 6863827.15, 654068.84 6863790.26, 654001.2 6863740.8, 653932.2 6863710.9, 653904.2 6863762, 653896.1 6863778, 653832.7 6863894.3))",0.4207546159515854,0,0.0408124610195154
751103909,75110,Paris 10e Arrondissement,3909,Porte Saint-Martin 9,H,"[(653321.6, 6863967.4), (653416.3, 6863930.1), (653484.8, 6863869.5), (653533.33, 6863822.09), (653538.2, 6863813.3), (653620.5, 6863727.9), (653638.1, 6863710.1), (653487.1, 6863630.1), (653450.51, 6863711.78), (653367.1, 6863879.0), (653359.97, 6863893.19), (653321.6, 6863967.4)]","POLYGON ((653321.6 6863967.4, 653416.3 6863930.1, 653484.8 6863869.5, 653533.33 6863822.09, 653538.2 6863813.3, 653620.5 6863727.9, 653638.1 6863710.1, 653487.1 6863630.1, 653450.51 6863711.78, 653367.1 6863879, 653359.97 6863893.19, 653321.6 6863967.4))",0.1799063370726524,0,0.0408124610195154
751104010,75110,Paris 10e Arrondissement,4010,Hopital Saint-Louis 10,H,"[(653520.3, 6864390.8), (653597.0, 6864523.0), (653623.5, 6864564.4), (653710.5, 6864675.4), (653787.0, 6864791.0), (653800.0, 6864813.0), (653814.15, 6864843.73), (653814.79, 6864793.88), (653815.87, 6864693.88), (653816.95, 6864593.89), (653818.02, 6864493.89), (653815.5, 6864462.0), (653800.7, 6864456.4), (653774.1, 6864398.2), (653761.7, 6864395.6), (653615.6, 6864375.7), (653553.0, 6864369.0), (653526.58, 6864386.61), (653520.3, 6864390.8)]","POLYGON ((653520.3 6864390.8, 653597 6864523, 653623.5 6864564.4, 653710.5 6864675.4, 653787 6864791, 653800 6864813, 653814.15 6864843.73, 653814.79 6864793.88, 653815.87 6864693.88, 653816.95 6864593.89, 653818.02 6864493.89, 653815.5 6864462, 653800.7 6864456.4, 653774.1 6864398.2, 653761.7 6864395.6, 653615.6 6864375.7, 653553 6864369, 653526.58 6864386.61, 653520.3 6864390.8))",0.352577176823628,0,0.0408124610195154
751104008,75110,Paris 10e Arrondissement,4008,Hopital Saint-Louis 8,H,"[(653264.3, 6863989.7), (653235.1, 6863997.9), (653124.42, 6864038.55), (653066.9, 6864069.0), (653018.9, 6864095.0), (653007.9, 6864101.0), (652994.0, 6864109.0), (653001.0, 6864130.1), (653021.0, 6864175.0), (653054.0, 6864176.0), (653092.0, 6864178.0), (653111.0, 6864215.9), (653161.0, 6864345.97), (653176.0, 6864382.98), (653216.0, 6864477.0), (653240.0, 6864503.0), (653280.0, 6864546.0), (653290.0, 6864535.0), (653369.06, 6864472.0), (653394.1, 6864451.0), (653420.7, 6864422.8), (653457.5, 6864375.8), (653454.46, 6864363.77), (653397.9, 6864270.83), (653388.9, 6864257.0), (653337.9, 6864170.0), (653299.93, 6864104.97), (653281.97, 6864072.93), (653277.98, 6864064.92), (653266.33, 6864037.24), (653263.4, 6864017.35), (653263.2, 6863998.2), (653264.3, 6863989.7)]","POLYGON ((653264.3 6863989.7, 653235.1 6863997.9, 653124.42 6864038.55, 653066.9 6864069, 653018.9 6864095, 653007.9 6864101, 652994 6864109, 653001 6864130.1, 653021 6864175, 653054 6864176, 653092 6864178, 653111 6864215.9, 653161 6864345.97, 653176 6864382.98, 653216 6864477, 653240 6864503, 653280 6864546, 653290 6864535, 653369.06 6864472, 653394.1 6864451, 653420.7 6864422.8, 653457.5 6864375.8, 653454.46 6864363.77, 653397.9 6864270.83, 653388.9 6864257, 653337.9 6864170, 653299.93 6864104.97, 653281.97 6864072.93, 653277.98 6864064.92, 653266.33 6864037.24, 653263.4 6864017.35, 653263.2 6863998.2, 653264.3 6863989.7))",0.1935735807253269,0,0.0408124610195154
751104007,75110,Paris 10e Arrondissement,4007,Hopital Saint-Louis 7,H,"[(653827.51, 6864381.39), (653837.59, 6864366.21), (653828.0, 6864368.0), (653797.0, 6864368.0), (653707.0, 6864237.0), (653690.0, 6864210.0), (653683.0, 6864197.0), (653667.0, 6864183.0), (653618.43, 6864127.5), (653581.9, 6864087.1), (653514.13, 6864021.93), (653416.3, 6863930.1), (653321.6, 6863967.4), (653311.6, 6863985.4), (653310.59, 6864005.38), (653316.57, 6864039.34), (653331.54, 6864070.27), (653399.29, 6864183.78), (653491.6, 6864341.4), (653520.3, 6864390.8), (653526.58, 6864386.61), (653553.0, 6864369.0), (653615.6, 6864375.7), (653761.7, 6864395.6), (653774.1, 6864398.2), (653800.7, 6864456.4), (653815.5, 6864462.0), (653818.02, 6864493.89), (653819.1, 6864393.9), (653827.51, 6864381.39)]","POLYGON ((653827.51 6864381.39, 653837.59 6864366.21, 653828 6864368, 653797 6864368, 653707 6864237, 653690 6864210, 653683 6864197, 653667 6864183, 653618.43 6864127.5, 653581.9 6864087.1, 653514.13 6864021.93, 653416.3 6863930.1, 653321.6 6863967.4, 653311.6 6863985.4, 653310.59 6864005.38, 653316.57 6864039.34, 653331.54 6864070.27, 653399.29 6864183.78, 653491.6 6864341.4, 653520.3 6864390.8, 653526.58 6864386.61, 653553 6864369, 653615.6 6864375.7, 653761.7 6864395.6, 653774.1 6864398.2, 653800.7 6864456.4, 653815.5 6864462, 653818.02 6864493.89, 653819.1 6864393.9, 653827.51 6864381.39))",0.333795908333651,0,0.0408124610195154
751103707,75110,Paris 10e Arrondissement,3707,Saint-Vincent de Paul 7,H,"[(652994.1, 6864951.4), (653184.9, 6864930.5), (653161.6, 6864871.3), (653164.7, 6864860.4), (653198.0, 6864848.0), (653203.0, 6864787.0), (653210.0, 6864693.0), (653200.0, 6864689.0), (653118.0, 6864658.01), (653062.0, 6864637.04), (652967.0, 6864602.1), (652938.1, 6864590.0), (652889.0, 6864569.9), (652849.0, 6864580.0), (652894.0, 6864698.9), (652941.48, 6864823.15), (652985.32, 6864936.87), (652994.1, 6864951.4)]","POLYGON ((652994.1 6864951.4, 653184.9 6864930.5, 653161.6 6864871.3, 653164.7 6864860.4, 653198 6864848, 653203 6864787, 653210 6864693, 653200 6864689, 653118 6864658.01, 653062 6864637.04, 652967 6864602.1, 652938.1 6864590, 652889 6864569.9, 652849 6864580, 652894 6864698.9, 652941.48 6864823.15, 652985.32 6864936.87, 652994.1 6864951.4))",0.3715956869727387,0,0.0408124610195154
751114301,75111,Paris 11e Arrondissement,4301,Roquette 1,H,"[(655359.13, 6862276.15), (655417.37, 6862194.86), (655475.61, 6862113.57), (655533.84, 6862032.28), (655557.9, 6861998.7), (655540.48, 6861988.68), (655505.0, 6861973.9), (655417.0, 6861935.1), (655342.0, 6861918.0), (655241.0, 6862174.0), (655232.0, 6862196.0), (655222.3, 6862212.4), (655359.13, 6862276.15)]","POLYGON ((655359.13 6862276.15, 655417.37 6862194.86, 655475.61 6862113.57, 655533.84 6862032.28, 655557.9 6861998.7, 655540.48 6861988.68, 655505 6861973.9, 655417 6861935.1, 655342 6861918, 655241 6862174, 655232 6862196, 655222.3 6862212.4, 655359.13 6862276.15))",0.3303030348220084,0,0.0408124610195154
751114314,75111,Paris 11e Arrondissement,4314,Roquette 14,H,"[(654029.0, 6862001.0), (654085.4, 6862043.8), (654106.4, 6862056.8), (654286.4, 6862171.1), (654310.4, 6862122.1), (654332.4, 6862081.2), (654351.4, 6862044.2), (654276.0, 6861995.1), (654232.0, 6861971.1), (654216.9, 6861962.1), (654198.9, 6861952.1), (654151.0, 6861927.0), (654112.9, 6861905.0), (654052.2, 6861870.0), (654000.1, 6861837.8), (653948.4, 6861904.6), (653920.9, 6861884.5), (653895.7, 6861921.0), (654029.0, 6862001.0)]","POLYGON ((654029 6862001, 654085.4 6862043.8, 654106.4 6862056.8, 654286.4 6862171.1, 654310.4 6862122.1, 654332.4 6862081.2, 654351.4 6862044.2, 654276 6861995.1, 654232 6861971.1, 654216.9 6861962.1, 654198.9 6861952.1, 654151 6861927, 654112.9 6861905, 654052.2 6861870, 654000.1 6861837.8, 653948.4 6861904.6, 653920.9 6861884.5, 653895.7 6861921, 654029 6862001))",0.3509621037785246,0,0.0408124610195154
751114411,75111,Paris 11e Arrondissement,4411,Sainte-Marguerite 11,H,"[(655693.79, 6861731.24), (655662.11, 6861749.45), (655529.1, 6861703.0), (655442.0, 6861672.0), (655136.6, 6861593.3), (655124.5, 6861600.9), (655130.2, 6861612.1), (655303.9, 6861764.0), (655302.9, 6861767.0), (655255.0, 6861898.0), (655266.1, 6861901.0), (655288.0, 6861906.0), (655297.9, 6861908.0), (655307.9, 6861910.0), (655318.0, 6861912.0), (655327.0, 6861914.0), (655342.0, 6861918.0), (655417.0, 6861935.1), (655505.0, 6861973.9), (655540.48, 6861988.68), (655557.9, 6861998.7), (655603.2, 6861909.55), (655648.5, 6861820.4), (655693.79, 6861731.24)]","POLYGON ((655693.79 6861731.24, 655662.11 6861749.45, 655529.1 6861703, 655442 6861672, 655136.6 6861593.3, 655124.5 6861600.9, 655130.2 6861612.1, 655303.9 6861764, 655302.9 6861767, 655255 6861898, 655266.1 6861901, 655288 6861906, 655297.9 6861908, 655307.9 6861910, 655318 6861912, 655327 6861914, 655342 6861918, 655417 6861935.1, 655505 6861973.9, 655540.48 6861988.68, 655557.9 6861998.7, 655603.2 6861909.55, 655648.5 6861820.4, 655693.79 6861731.24))",0.2903246869082408,0,0.0408124610195154
751114304,75111,Paris 11e Arrondissement,4304,Roquette 4,H,"[(654948.0, 6862293.0), (654965.9, 6862245.0), (654985.9, 6862196.0), (655019.0, 6862117.0), (655040.9, 6862059.0), (654922.9, 6862018.0), (654886.0, 6862070.1), (654851.0, 6862128.1), (654782.0, 6862231.1), (654834.0, 6862250.1), (654852.0, 6862256.1), (654902.0, 6862275.1), (654948.0, 6862293.0)]","POLYGON ((654948 6862293, 654965.9 6862245, 654985.9 6862196, 655019 6862117, 655040.9 6862059, 654922.9 6862018, 654886 6862070.1, 654851 6862128.1, 654782 6862231.1, 654834 6862250.1, 654852 6862256.1, 654902 6862275.1, 654948 6862293))",0.2036907838835736,0,0.0408124610195154
751114201,75111,Paris 11e Arrondissement,4201,Saint-Ambroise 1,H,"[(655009.7, 6862763.9), (655013.98, 6862723.58), (654999.9, 6862719.0), (654763.0, 6862791.0), (654784.1, 6862871.8), (654734.1, 6862923.6), (654675.0, 6862998.1), (654611.9, 6863126.0), (654629.0, 6863133.0), (654640.0, 6863137.51), (654652.0, 6863143.1), (654659.0, 6863146.1), (654692.24, 6863160.07), (654694.04, 6863191.3), (654753.45, 6863110.86), (654812.86, 6863030.42), (654872.27, 6862949.98), (654931.68, 6862869.54), (654991.09, 6862789.1), (655009.7, 6862763.9)]","POLYGON ((655009.7 6862763.9, 655013.98 6862723.58, 654999.9 6862719, 654763 6862791, 654784.1 6862871.8, 654734.1 6862923.6, 654675 6862998.1, 654611.9 6863126, 654629 6863133, 654640 6863137.51, 654652 6863143.1, 654659 6863146.1, 654692.24 6863160.07, 654694.04 6863191.3, 654753.45 6863110.86, 654812.86 6863030.42, 654872.27 6862949.98, 654931.68 6862869.54, 654991.09 6862789.1, 655009.7 6862763.9))",0.2250598996813546,0,0.0408124610195154
751114112,75111,Paris 11e Arrondissement,4112,Folie Mericourt 12,H,"[(654334.9, 6863422.1), (654300.8, 6863404.5), (654247.1, 6863378.0), (654183.3, 6863500.1), (654194.6, 6863510.3), (654139.34, 6863622.4), (654099.82, 6863625.55), (654189.89, 6863668.98), (654222.9, 6863684.9), (654242.13, 6863672.05), (654276.1, 6863637.4), (654281.9, 6863544.8), (654334.9, 6863422.1)]","POLYGON ((654334.9 6863422.1, 654300.8 6863404.5, 654247.1 6863378, 654183.3 6863500.1, 654194.6 6863510.3, 654139.34 6863622.4, 654099.82 6863625.55, 654189.89 6863668.98, 654222.9 6863684.9, 654242.13 6863672.05, 654276.1 6863637.4, 654281.9 6863544.8, 654334.9 6863422.1))",0.2912615163217873,0,0.0408124610195154
751114307,75111,Paris 11e Arrondissement,4307,Roquette 7,H,"[(654535.0, 6861680.0), (654495.0, 6861753.4), (654411.2, 6861925.7), (654351.4, 6862044.2), (654435.2, 6862089.2), (654489.5, 6862112.6), (654645.9, 6861741.0), (654654.9, 6861721.0), (654639.9, 6861715.0), (654623.0, 6861708.0), (654535.0, 6861680.0)]","POLYGON ((654535 6861680, 654495 6861753.4, 654411.2 6861925.7, 654351.4 6862044.2, 654435.2 6862089.2, 654489.5 6862112.6, 654645.9 6861741, 654654.9 6861721, 654639.9 6861715, 654623 6861708, 654535 6861680))",0.3345455377600364,0,0.0408124610195154
751114111,75111,Paris 11e Arrondissement,4111,Folie Mericourt 11,H,"[(654334.9, 6863422.1), (654281.9, 6863544.8), (654276.1, 6863637.4), (654242.13, 6863672.05), (654222.9, 6863684.9), (654303.2, 6863724.2), (654317.9, 6863694.1), (654379.71, 6863615.49), (654397.0, 6863593.5), (654456.41, 6863513.06), (654443.51, 6863496.86), (654398.0, 6863467.4), (654348.8, 6863432.0), (654334.9, 6863422.1)]","POLYGON ((654334.9 6863422.1, 654281.9 6863544.8, 654276.1 6863637.4, 654242.13 6863672.05, 654222.9 6863684.9, 654303.2 6863724.2, 654317.9 6863694.1, 654379.71 6863615.49, 654397 6863593.5, 654456.41 6863513.06, 654443.51 6863496.86, 654398 6863467.4, 654348.8 6863432, 654334.9 6863422.1))",0.3396567861443179,0,0.0408124610195154
751114319,75111,Paris 11e Arrondissement,4319,Roquette 19,H,"[(655016.0, 6862322.0), (654969.0, 6862303.0), (654948.0, 6862293.0), (654902.0, 6862275.1), (654852.0, 6862256.1), (654834.0, 6862250.1), (654782.0, 6862231.1), (654717.0, 6862327.9), (654660.4, 6862417.1), (654751.6, 6862451.1), (654891.6, 6862506.1), (654942.6, 6862525.1), (654966.6, 6862460.1), (654989.8, 6862395.8), (655016.0, 6862322.0)]","POLYGON ((655016 6862322, 654969 6862303, 654948 6862293, 654902 6862275.1, 654852 6862256.1, 654834 6862250.1, 654782 6862231.1, 654717 6862327.9, 654660.4 6862417.1, 654751.6 6862451.1, 654891.6 6862506.1, 654942.6 6862525.1, 654966.6 6862460.1, 654989.8 6862395.8, 655016 6862322))",0.2013852672078577,0,0.0408124610195154
