IRIS,Social_Housing,kmeans_class
751135004,0.0497787610619469,0
751135005,0.2902165612877999,2
751135006,0.2840728839902915,2
751135007,0.4955625382958546,2
751135008,0.718999247347215,1
751135009,0.764606314195386,1
751135010,0.1692765243773771,0
751135011,0.2644721918756805,2
751135012,0.0067152575871351,0
751135013,0.8372124556994691,1
751135014,0.062242095111848,0
751135015,0.2247165474046546,2
751135016,0.3295526748679211,2
751135017,0.0452072382404006,0
751135018,0.5013899749212064,2
751135019,0.1028905963167932,0
751135020,0.4837139173938131,2
751135021,0.5481504333451915,1
751135023,0.6088517156935433,1
751135024,0.1296344411940546,0
751135025,0.5227847404779455,2
751135026,0.8315122571570804,1
751135027,0.8373256532021753,1
751135028,0.6979282194175457,1
751135029,0.8134748273767021,1
751135030,0.7502175197840079,1
751135031,0.8319248991477252,1
751135032,0.0795454545454545,0
751135099,0.0,0
751135101,0.8891797074956872,1
751135102,0.1961140499142301,2
751135103,0.4057164810378383,2
751135104,0.1723513522371062,0
751135105,0.0803937015469309,0
751135106,0.4727216870512185,2
751135107,0.6632557862128807,1
751135108,0.8734311544403647,1
751135109,0.563980691348184,1
751135110,0.3644339791421489,2
751135111,0.3242726367705831,2
751135112,0.0694235577122234,0
751135113,0.0544273632728404,0
751135114,0.4420601820358836,2
751135115,0.079534835757055,0
751135116,0.124964485924341,0
751135117,0.4802224467587428,2
751135118,0.2564800186108093,2
751135119,0.9250634295605584,1
751135120,0.18782472781063,2
751135121,0.0637945029630081,0
751135122,0.0,0
751135123,0.0,0
751135124,0.016841494628356,0
751135125,0.1628049161953531,0
751135201,0.0558047104558903,0
751135202,0.2183878930006435,2
751135203,0.0503839705903794,0
751135204,0.3014455547186502,2
751135205,0.2206037344582822,2
751135206,0.0666738675516994,0
751135207,0.1227424874563754,0
751145301,0.2127466473691778,2
751145302,0.048784037634773,0
751145303,0.0324895672666037,0
751145304,0.0,0
751145305,0.0024309994648097,0
751145306,0.0030971135648566,0
751145307,0.0,0
751145308,0.1659728951635005,0
751145309,0.0,0
751145310,0.0,0
751145311,0.0379599754099695,0
751145401,0.0067796610169491,0
751145402,0.0690015878652097,0
751145403,0.264722048290252,2
751145404,0.1408773989845367,0
751145405,0.2307533125274372,2
751145406,0.0936408779566657,0
751145407,0.8174789272838201,1
751145501,0.8543972106060608,1
751145502,0.3749428707244046,2
751145503,0.8020784699597032,1
751145504,0.0100503948653517,0
751145505,0.4512858366247022,2
751145506,0.0547269672791952,0
751145507,0.0041634439154285,0
751145508,0.1459836055512506,0
751145509,0.003256858923632,0
751145510,0.0,0
751145511,0.0,0
751145512,0.0243103415660454,0
751145513,0.0528661582846981,0
751145514,0.0414620092354378,0
751145515,0.0599061911126505,0
751145516,0.033931979590248,0
751145601,0.937545100003054,1
751145602,0.9508340795061568,1
751145603,0.9091329005124088,1
751145604,0.8985926610177689,1
751145605,0.166764440250691,0
751145606,0.1983575100076197,2
751145607,0.2264599692543585,2
751145608,0.1259804440160145,0
751145609,0.8147186008006593,1
751145610,0.4035821236815458,2
751145611,0.6024643644020252,1
751145612,0.0027876798458846,0
751145613,0.0279033443110763,0
751145614,0.0,0
751145615,0.1429277950491763,0
751145616,0.3788399328204249,2
751145617,0.930705069000489,1
751145618,0.5791015239039004,1
751145619,0.3116016448137023,2
751145620,0.3355748658969321,2
751145621,0.2236789750771942,2
751145622,0.0029062911824733,0
751145623,0.2783736080644891,2
751145624,0.1319347552686322,0
751145625,0.0,0
751155701,0.903757576546829,1
751155702,0.5172782343418396,2
751155703,0.1139305797913779,0
751155704,0.7612706951705638,1
751155705,0.4343055586252177,2
751155706,0.1569083143223368,0
751155707,0.1285851226304378,0
751155708,0.248530866743023,2
751155709,0.034032931095328,0
751155710,0.1921962026321506,2
751155711,0.0,0
751155712,0.0139887685959015,0
751155713,0.0039284420295172,0
751155714,0.0517341135624403,0
751155715,0.3289187254395561,2
751155716,0.1791733392978953,2
751155717,0.1850132004035962,2
751155718,0.0031439797772151,0
751155719,0.0393002201703744,0
751155720,0.1936933810750907,2
751155721,0.0034314541983764,0
751155722,0.0507962866631807,0
751155723,0.0,0
751155724,0.0,0
751155725,0.0308938696386022,0
751155726,0.3137921999828626,2
751155727,0.4875440855262526,2
751155728,0.0060649568125944,0
751155729,0.0065639246100568,0
751155730,0.0982126337287272,0
751155731,0.3416367634767405,2
751155732,0.0,0
751155733,0.0,0
751155801,0.7400150620028678,1
751155802,0.7067550120935063,1
751155803,0.1637325601626402,0
751155804,0.0084741040271194,0
751155805,0.2311097701334329,2
751155806,0.0275929222826074,0
751155807,0.0385966207188423,0
751155808,0.0,0
751155809,0.0652309608496576,0
751155810,0.2791939853533247,2
751155811,0.0172995593313722,0
751155812,0.0285847858367763,0
751155813,0.0,0
751155814,0.009330992327707,0
751155815,0.1047397096989635,0
751155816,0.0666650819766496,0
751155817,0.1246388180606495,0
751155818,0.0130379765186538,0
751155819,0.0,0
751155901,0.0515802229810599,0
751155902,0.0,0
751155903,0.0849581717185052,0
751155904,0.0026312722228588,0
751155905,0.1588187209254052,0
751155906,0.1013900324602831,0
751155907,0.1162781594559471,0
751155908,0.0915096093619172,0
751155909,0.022997783532758,0
751155910,0.0,0
751155911,0.0074459339015208,0
751155912,0.0855051552536527,0
751155913,0.0008894192504273,0
751155914,0.0357928029248277,0
751155915,0.0791208481607528,0
751155916,0.2176099770628075,2
751155917,0.0414067313135938,0
751155918,0.0632490726801669,0
751155919,0.2729147187079621,2
751155920,0.2560933972686811,2
751155999,0.0,0
751156001,0.8335116535543254,1
751156002,0.03503724807829,0
751156003,0.0550899273200043,0
751156004,0.1249486436263921,0
751156005,0.0345872925149621,0
751156006,0.1099427529098504,0
751156007,0.2706661340579043,2
751156008,0.6600327322458828,1
751156009,0.4673416553970608,2
751156010,0.647562783412754,1
751156012,0.0222180983091964,0
751156013,0.0664502208643096,0
751156014,0.6000616168501446,1
751156015,0.2271053587177448,2
751156016,0.1693024203054986,0
751156017,0.1494565256555696,0
751156018,0.2139045255561759,2
751156019,0.0960333489509588,0
751156020,0.0894153429640796,0
751156021,0.7106527152840452,1
751156022,0.6212121212121212,1
751156023,0.9333333333333332,1
751156099,0.0,0
751166101,0.7581483678237139,1
751166102,0.2196683037384811,2
751166103,0.0356188171146144,0
751166104,0.9128174418700388,1
751166105,0.1041881946097418,0
751166106,0.0452099779870311,0
751166107,0.0197782361312536,0
751166108,0.760503882813075,1
751166109,0.0007971439554209,0
751166110,0.0973313507329508,0
751166111,0.0016797890866395,0
751166112,0.0094782014609899,0
751166113,0.0,0
751166114,0.0740283264477713,0
751166115,0.0836808954888237,0
751166116,0.0,0
751166117,0.0168978401147697,0
751166118,0.0,0
751166119,0.0036755170077956,0
751166120,0.003844249405379,0
751166121,0.0233251872959358,0
751166122,0.0,0
751166123,0.0026017093018956,0
751166124,0.1146716128745521,0
751166125,0.0032611847624094,0
751166126,0.0008318244493471,0
751166127,0.1365753723501327,0
751166128,0.1039317812151746,0
751166129,0.0140648993735373,0
751166130,0.1266932692492222,0
751166131,0.0,0
751166199,0.0,0
751166201,0.0,0
751166202,0.0,0
751166203,0.0,0
751166204,0.0059310625295527,0
751166205,0.0109401286402439,0
751166206,0.0,0
751166207,0.0,0
751166208,0.0026028574101507,0
751166209,0.0075932387063988,0
751166210,0.0040212659334359,0
751166211,0.0095050934300274,0
751166212,0.0050202556380824,0
751166213,0.1267866434264365,0
751166214,0.0067071661846203,0
751166215,0.0076402919373372,0
751166216,0.0,0
751166217,0.0,0
751166218,0.0016288859031033,0
751166219,0.0055416944472508,0
751166220,0.0,0
751166221,0.0,0
751166222,0.0,0
751166223,0.0,0
751166299,0.0,0
751166301,0.1640315513720593,0
751166302,0.0041472914646915,0
751166303,0.0,0
751166304,0.0,0
751166305,0.0118924814958502,0
751166306,0.0028385501010008,0
751166307,0.0,0
751166308,0.0,0
751166309,0.0084017734230109,0
751166310,0.0046433712434621,0
751166311,0.0,0
751166401,0.0,0
751166402,0.0,0
751166403,0.0824142655771643,0
751166404,0.0,0
751166405,0.0449118582611982,0
751166406,0.0042143252986945,0
751166407,0.0242165747380128,0
751166409,0.0034936570815624,0
751166410,0.0,0
751166411,0.0,0
751166412,0.0,0
751166413,0.0,0
751166499,0.0,0
751176501,0.0,0
751176502,0.007881989907719,0
751176503,0.023836537628196,0
751176504,0.0,0
751176505,0.414353300741036,2
751176506,0.0085263718124758,0
751176507,0.0138597059633045,0
751176508,0.0167321076335999,0
751176509,0.0,0
751176510,0.0,0
751176511,0.0041463357821172,0
751176512,0.0073291016596688,0
751176513,0.0319558900757536,0
751176514,0.0026565099077395,0
751176515,0.6439780336253533,1
751176516,0.0,0
751176601,0.0106111550971705,0
751176602,0.1137704855452574,0
751176603,0.0060375905427818,0
751176604,0.0,0
751176605,0.0,0
751176606,0.0092347150742656,0
751176607,0.020409374178944,0
751176608,0.0,0
751176609,0.0,0
751176610,0.0435296496620966,0
751176611,0.0041395604544172,0
751176612,0.0,0
751176613,0.0026042694808521,0
751176614,0.5383046163281145,2
751176615,0.9257083393975656,1
751176616,0.9370076826646512,1
751176701,0.0659067604641759,0
751176702,0.0175127244877339,0
751176703,0.1666932608653053,0
751176704,0.0021909859596552,0
751176705,0.0,0
751176706,0.0384745118663549,0
751176707,0.0,0
751176708,0.0605739110512616,0
751176709,0.0111740981701317,0
751176710,0.0122118662239752,0
751176711,0.0,0
751176712,0.0,0
751176713,0.0013510488043581,0
751176714,0.7336914605108528,1
751176715,0.0,0
751176716,0.3490514766412496,2
751176801,0.0058386573844569,0
751176802,0.0591632325425071,0
751176803,0.0037100742449162,0
751176804,0.0,0
751176805,0.0083932891247329,0
751176806,0.2922131827371441,2
751176807,0.0490040250876252,0
751176808,0.0050912076482734,0
751176809,0.1816559745046849,2
751176810,0.0537046853854037,0
751176811,0.0472182668940232,0
751176812,0.0989187805255879,0
751176813,0.3860688397511417,2
751176814,0.423114435119059,2
751176815,0.1757320682741716,0
751176816,0.9539619209157576,1
751176817,0.9005854799933719,1
751186901,0.038395089080643,0
751186902,0.0,0
751186903,0.0,0
751186904,0.0492525942516372,0
751186905,0.1224054728651991,0
751186906,0.0075015535789981,0
751186907,0.0374861577491637,0
751186908,0.0,0
751186909,0.0108627414204758,0
751186910,0.0024311291633804,0
751186911,0.0,0
751186912,0.0027199230417679,0
751186913,0.0869135447987762,0
751186914,0.0345648477150806,0
751186915,0.3551738884158202,2
751186916,0.2655894649801001,2
751186917,0.1408943777321086,0
751186918,0.0287518328892463,0
751186919,0.0623772349893962,0
751186920,0.1140429933726034,0
751186921,0.1916957626128228,2
751186922,0.0951848674071136,0
751186923,0.3710610909223991,2
751186924,0.2226241629852167,2
751186925,0.5927637145568505,1
751186926,0.932871657863167,1
751186927,0.9693370332849632,1
751186928,0.9532782469850476,1
751186929,0.7662337662337662,1
751187001,0.0970135820488148,0
751187002,0.0,0
751187003,0.0,0
751187004,0.0029967865045433,0
751187005,0.0031287413775464,0
751187006,0.0309801413706952,0
751187007,0.0,0
751187008,0.0,0
751187009,0.1006770329663051,0
751187010,0.0,0
751187011,0.0180027637997281,0
751187012,0.0313431271828652,0
751187013,0.0321950131250396,0
751187014,0.0,0
751187015,0.0026624564599626,0
751187016,0.0566508697586212,0
751187017,0.0948401451941506,0
751187018,0.2552602573882299,2
751187019,0.1196662318002243,0
751187020,0.1358894753693915,0
751187021,0.0356032110767069,0
751187022,0.0,0
751187023,0.6639603397671218,1
751187024,0.0769406507275555,0
751187025,0.0047156096356347,0
751187026,0.1089281619550131,0
751187027,0.5121437975592705,2
751187101,0.072244709086682,0
751187102,0.4248123801320856,2
751187103,0.3710269258030102,2
751187104,0.0652539173154279,0
751187105,0.0828169387961744,0
751187106,0.1654957250176681,0
751187107,0.1010937604108456,0
751187108,0.2364777011128046,2
751187109,0.1576370935499785,0
751187110,0.3375176635376424,2
751187201,0.4244253726525674,2
751187202,0.1251293538263173,0
751187203,0.0417340604359743,0
751187204,0.0130191830920745,0
751187205,0.2938425644758948,2
751187206,0.3971567295664487,2
751187207,0.1673587256902927,0
751187208,0.5680778936014552,1
751187209,0.9748518962739348,1
751197301,0.2638795424820088,2
751197302,0.3362732097937909,2
751197303,0.3566890126103277,2
751197304,0.1689740643854156,0
751197305,0.2310631176788806,2
751197306,0.8300601271026992,1
751197307,0.2723954383650921,2
751197308,0.7538210810121743,1
751197309,0.1851117905919914,2
751197310,0.5685562380390309,1
751197311,0.3800887267667124,2
751197312,0.4442155439819984,2
751197313,0.1436607192172576,0
751197314,0.2696634089466382,2
751197315,0.0276123342491488,0
751197316,0.1521379273321033,0
751197317,0.5304037737957341,2
751197318,0.9711260036441484,1
751197388,0.0,0
751197401,0.4481222103181588,2
751197402,0.2998380544881944,2
751197403,0.1087571158810808,0
751197404,0.2446204164182293,2
751197405,0.4753077385652193,2
751197406,0.6172084945084457,1
751197407,0.7961821998640702,1
751197408,0.6206880113405499,1
751197409,0.9120157630526542,1
751197410,0.8673992177660601,1
751197411,0.4977500274333486,2
751197412,0.5879556560938014,1
751197413,0.0,0
751197488,0.0,0
751197501,0.2437059557015458,2
751197502,0.2364250509546681,2
751197503,0.2406510180993245,2
751197504,0.782255027640065,1
751197505,0.5211381606954697,2
751197506,0.0513744154375998,0
751197507,0.2581795625114617,2
751197508,0.12329409487145,0
751197509,0.7604838935971348,1
751197510,0.2458934463324361,2
751197511,0.2185166174400004,2
751197512,0.954771466083336,1
751197513,0.8452214756593057,1
751197514,0.0666362361593149,0
751197515,0.0235907160602384,0
751197516,0.8822108081871223,1
751197517,0.5885787354520422,1
751197518,0.8987374934326751,1
751197519,0.4681980136954731,2
751197520,0.330635168621716,2
751197521,0.2013694969286317,2
751197522,0.1329738976641357,0
751197523,0.5703906682265921,1
751197524,0.0036446058588712,0
751197525,0.0,0
751197601,0.0858156408303092,0
751197602,0.1652724492165928,0
751197603,0.1170155637772487,0
751197604,0.1015713919512038,0
751197605,0.224505325343574,2
751197606,0.2742743343243257,2
751197607,0.0221191768001992,0
751197608,0.4272217879497377,2
751197609,0.1012479883121668,0
751197610,0.5518315037069574,1
751197611,0.0343441880054718,0
751197612,0.1509229210352535,0
751197613,0.1090129763608696,0
751197614,0.2386291054832257,2
751197615,0.0827121522165552,0
751197616,0.6749621164701354,1
751197617,0.0,0
751207701,0.2788207209474977,2
751207702,0.0941286916251602,0
751207703,0.3807608405138168,2
751207704,0.3548839166134787,2
751207705,0.5711727731284139,1
751207706,0.0836417720522436,0
751207707,0.5221010744771255,2
751207708,0.5504566438856817,1
751207709,0.4334710072349182,2
751207710,0.2217464197299926,2
751207711,0.5152560701442847,2
751207712,0.1826483196006889,2
751207713,0.6000453380381664,1
751207714,0.0709271113155832,0
751207801,0.7037853747304434,1
751207802,0.2389070223783003,2
751207803,0.9721927116326836,1
751207804,0.9578346921782026,1
751207805,0.1868492688007609,2
751207806,0.2969830768906771,2
751207807,0.0778798149723417,0
751207808,0.3819725747621983,2
751207809,0.2676196884603714,2
751207810,0.4353046644470956,2
751207811,0.2672025365267098,2
751207812,0.0037681936600036,0
751207813,0.7751394229459241,1
751207814,0.1948909485237679,2
751207815,0.088322476013088,0
751207816,0.1848642794762814,2
751207901,0.2451827884605824,2
751207902,0.0697664292851475,0
751207903,0.104214403341101,0
751207904,0.1061396960129968,0
751207905,0.0826497404957082,0
751207906,0.6193995275154509,1
751207907,0.3696630234495616,2
751207908,0.7181242967021895,1
751207909,0.1984672310914295,2
751207910,0.7430771766359133,1
751207911,0.3848637901503768,2
751207912,0.163813108078442,0
751207913,0.0520224587650568,0
751207914,0.0420415788646887,0
751207915,0.0359110145095028,0
751207916,0.337573630864311,2
751207917,0.0,0
751208001,0.8964039879234356,1
751208002,0.0928202853105814,0
751208003,0.5458953970218291,1
751208004,0.0106146807949626,0
751208005,0.0068268552320054,0
751208006,0.2084521822653952,2
751208007,0.4615638291374836,2
751208008,0.9665756001307586,1
751208009,0.9634028367758924,1
751208010,0.5807048940659125,1
751208011,0.5911080021946388,1
751208012,0.2231279671999388,2
751208013,0.280247920366625,2
751208014,0.1615726969293083,0
751208015,0.052278423100617,0
751208016,0.2009656947606196,2
751208017,0.1147149218324281,0
751208018,0.6063080112779766,1
751208019,0.4905815452076946,2
751208020,0.9721062163924302,1
751208021,0.9144649023240172,1
751208022,0.4825262234084948,2
751208023,0.5560949204671899,1
751208024,0.1754783378809044,0
751208025,0.3365001311872696,2
751208026,0.018711003007012,0
